ITEM,COMMENT,SPACE,POS_NEG,CR,ID,PRINT,RATE1,RATE2,RATE3,RATE4,FREQUENCY,FREQ_2,FREQ_3,FREQ_4,FREQ_5,FREQ_6
"Renal, Urologic & Sexual Disorders, Prostatectomy, Perineal Flexure","Excision of Part or All of Prostate Gland Performed Through an Incision in the Perineum",,"-",,11034,0,6.00000000e+01,2.17500000e+01,,,,,,,,
"Renal, Urologic & Sexual Disorders, Prostatectomy, Suprapubic, Above the Pubic Arch","Excision of Part or All of Prostate Gland Performed Through an Incision into the Bladder",,"-",,11035,0,3.35000000e+01,3.50000000e+01,,,,,,,,
"Renal, Urologic & Sexual Disorders, Prostatectomy, Retention of Urine",,,"-",,11037,0,4.10000000e+01,3.60000000e+01,,,,,,,,
"Renal, Urologic & Sexual Disorders, Prostatectomy, Hematuria, Blood in the Urine",,,"-",,11038,0,3.63499985e+01,2.85000000e+01,,,,,,,,
"Renal, Urologic & Sexual Disorders, Prostatectomy, Infection of the Kidneys",,,"-",,11039,0,5.10000000e+01,2.45000000e+01,,,1.00000000e+00,2.00000000e+00,,,,
"Renal, Urologic & Sexual Disorders, Prostatectomy, Pyelitis, Inflammation Of The Pelvis Of The","Kidney & its Calices",,"-",,11040,0,3.25000000e+01,2.00000000e+01,,,5.94000000e+02,,,,,
"Renal, Urologic & Sexual Disorders, Prostatectomy, Renal Failure, Failure of Kidneys to Perform",,,"-",,11041,0,5.42500000e+01,3.00000000e+01,,,,,,,,
"Renal, Urologic & Sexual Disorders, Prostathelcosis, Ulceration of the Prostate Gland",,,"-",,11042,0,6.60000000e+01,4.22500000e+01,,,,,,,,
"Renal, Urologic & Sexual Disorders, Prostatic Hypertrophy, Enlargement of Prostate Gland","Due to the Aging Process, Condition is Benign, Surgery May Be required if Obstruction is Present",,"-",,11043,0,2.22500000e+01,2.87500000e+01,,,,,,,,
"Male Genital System, Prostate Gland, Prostatic Plexus, Veins Around Base & Neck of Bladder",,,,,11044,0,5.40000000e+01,3.47500000e+01,,,2.00000000e+01,2.00000000e+03,,,,
"Male Genital System, Prostate Gland, Prostatic Urethra, Part of Urethra Surrounded by Prostate","Gland",,,,11045,0,2.30000000e+01,3.27500000e+01,,,2.00000000e+01,2.00000000e+03,,,,
"Renal, Urologic & Sexual Disorders, Prostatomegaly, Enlargement of the Prostate Gland",,,"-",,11048,0,7.35000000e+01,5.40000000e+01,,,,,,,,
"Renal, Urologic & Sexual Disorders, Prostatomyomectomy, Excision of a Prostate Myoma",,,"-",,11049,0,3.85000000e+01,1.70000000e+01,,,,,,,,
"Renal, Urologic & Sexual Disorders, Prostatovesiculectomy, Removal of Prostate Gland &","Seminal Vesicles",,"-",,11051,0,4.80000000e+01,2.15000000e+01,,,,,,,,
"Renal, Urologic & Sexual Disorders, Prostatovesiculitis, Inflammation of Prostate Gland &","Seminal Vesicles",,"-",,11052,0,7.72500000e+01,3.10000000e+01,,,,,,,,
"Renal, Urologic & Sexual Disorders, Metastasized Cancer Cells from the Prostate Gland","to another part of the body not directly connected",,"-",,11053,0,5.65000000e+01,3.72500000e+01,,,,,,,,
"Chemical, Reactions, Adjust Body System to Operate at Optimum Level","Allows Metabolism To Operate At Optimum",,,,11054,0,1.85000000e+01,3.69000015e+01,3.18999996e+01,3.15000000e+01,,,,,,
"Glands, Glandular System, Regulate T-4 Production to Harmonize With Body Function",,,,,11055,0,3.40000000e+01,4.05000000e+01,,,,,,,,
"Cell, T-3, Liothryonine, Nuclear Membrane Receptors, Stimulation",,,,,11056,0,3.25000000e+01,3.02500000e+01,,,,,,,,
"RNA",,,,,11058,0,3.62500000e+01,2.65000000e+01,,,,,,,,
"DNA",,,,,11059,0,2.75000000e+01,2.75000000e+01,,,,,,,,
"Cells, Cellular Memory, Optimum Level",,,,,11060,0,2.65000000e+01,4.40000000e+01,,,,,,,,
"Cells, T2",,,,,11061,0,4.22500000e+01,5.25000000e+01,,,,,,,,
"Cells, T3, Reverse",,,,,11063,0,3.97500000e+01,4.35000000e+01,,,,,,,,
"Cells, T4, Leuothyroxne",,,,,11064,0,3.45000000e+01,5.85000000e+01,,,,,,,,
"Insect, Fly, Syrphid Fly, Hover Fly, Adult Syphidae Family",,,,,11065,0,3.75000000e+01,6.75000000e+01,,,,,,,,
"Insect, Fly, Syrphid Fly, Hover Fly, Larvae",,,,,11067,0,2.51000004e+01,4.00000000e+01,,,,,,,,
"Insect, Fly, Syrphid Fly, Hover Fly, Pupae",,,,,11068,0,2.30000000e+01,5.90000000e+01,,,,,,,,
"Insect, Fly, White Fly Parasite, Adult Encarsia Formosa",,,,,11069,0,1.31999998e+01,1.61000004e+01,,,,,,,,
"Insect, Fly, White Fly Parasite, Larvae",,,,,11071,0,1.13999996e+01,1.11000004e+01,,,,,,,,
"Insect, Wasps, Trichogramma General Rate, Adult",,,,,11072,0,4.20000000e+01,6.41999969e+01,,,,,,,,
"Insect, Wasps, Trichogramma, Egg",,,,,11073,0,6.50000000e+00,1.66000004e+01,,,,,,,,
"Insect, Wasps, Trichogramma, Larvae",,,,,11074,0,1.97000008e+01,7.50000000e+00,,,,,,,,
"Insect, Wasps, Trichogramma Pretisosum, Larvae",,,,,11076,0,2.16000004e+01,1.23999996e+01,,,,,,,,
"Insect, Wasps, Trichogramma Minutum, Adult",,,,,11077,0,1.68999996e+01,3.45999985e+01,,,,,,,,
"Insect, Wasps, Trichogramma Minutum, Larvae",,,,,11079,0,2.26000004e+01,4.00000000e+00,,,,,,,,
"Insect, Non-Insect, Mite, Western Predatory, Adult, Metaseiulus Occidentalis",,,,,11081,0,2.63999996e+01,4.22999992e+01,,,,,,,,
"Insect, Non-Insect, Mite, Western Predatory, Egg, Metaseiulus Occidentalis",,,,,11082,0,1.87999992e+01,3.27999992e+01,,,,,,,,
"Insect, Non-Insect, Mite, Western Predatory, Nymph, Metaseiulus Occidentalis",,,,,11083,0,1.30000000e+01,1.96000004e+01,,,,,,,,
"Emotion, Anguish",,,,,11084,0,3.82999992e+01,4.92999992e+01,,,,,,,,
"Emotion, Apathy",,,,,11086,0,3.82999992e+01,9.93000031e+01,,,,,,,,
"Emotion, Belligerence",,,,,11087,0,3.92999992e+01,9.93000031e+01,,,,,,,,
"Emotion, Dark Psychic Forces",,,,,11089,0,2.62999992e+01,2.85000000e+01,,,,,,,,
"Emotion, Depression",,,,,11090,0,5.00000000e+00,9.10000000e+01,,,,,,,,
"Emotion, Depression",,,,,11091,0,3.00000000e+00,8.20000000e+01,,,,,,,,
"Emotion, Boorishness, Ill Mannered, Rude, Awkward",,,,,11093,0,4.30000000e+01,3.50000000e+01,,,,,,,,
"Emotion, Callousness, Lacking Pity, Unfeeling, Insensitive",,,,,11094,0,4.80000000e+01,3.32500000e+01,,,,,,,,
"Emotion, Claustrophobia, Abnormal Fear of Being in an Enclosed or Confined Space or Place",,,,,11095,0,5.35000000e+01,3.32500000e+01,,,,,,,,
"Emotion, Cynicism","Critical of Society & its material interests",,,,11098,0,8.30000000e+01,5.45000000e+01,,,,,,,,
"Emotion, Delusions","Under false belief or opinion, Belief in something Contrary to Reality",,,,11099,0,3.35000000e+01,3.40000000e+01,,,,,,,,
"Psychiatric Disorders, Organically Determined Psychiatric Disorders, Dementia Praecox",,,"-",,11100,0,3.72500000e+01,8.35000000e+01,,,,,,,,
"Psychiatric Disorders, Organically Determined Psychiatric Disorders, Dementia Progressive",,,"-",,11101,0,6.50000000e+01,4.32500000e+01,,,,,,,,
"Emotion, Despondent, Dejected","Hopeless",,,,11102,0,4.35000000e+01,3.22500000e+01,,,,,,,,
"Emotion, Discomfort","Lack Of Comfort, Uneasiness, Inconvenience",,,,11104,0,4.45000000e+01,3.70000000e+01,,,,,,,,
"Emotion, Dislike","Have objections to, aversion to,",,,,11105,0,6.32500000e+01,3.35000000e+01,,,,,,,,
"Emotion, Disquietude","restlessness, anxiety, a disturbed or uneasy conditon",,,,11106,0,5.82500000e+01,5.37500000e+01,,,,,,,,
"Emotion, Dissatisfaction","Displeased, discontent, anything that dissatisfies",,,,11107,0,2.35000000e+01,1.35000000e+01,,,,,,,,
"Emotion, Embittered","Resentful or morose",,,,11109,0,6.42500000e+01,3.55000000e+01,,,,,,,,
"Emotion, Emotional State","not managing emotions",,,,11110,0,6.27500000e+01,3.25000000e+01,,,,,,,,
"Emotion, Excitability","easily excited",,,,11111,0,7.40000000e+01,7.67500000e+01,,,,,,,,
"Emotion, Forgetfulness","having poor memory, negligent",,,,11112,0,9.47500000e+01,5.32500000e+01,,,,,,,,
"Emotion, Group Therapy",,,,,11113,0,4.30000000e+01,2.20000000e+01,,,,,,,,
"Emotion, Group Therapy",,,,,11114,0,4.80000000e+01,2.70000000e+01,,,,,,,,
"Emotion, Group Therapy",,,,,11115,0,7.85000000e+01,8.40000000e+01,,,,,,,,
"Emotion, Group Therapy",,,,,11116,0,9.00000000e+00,4.90000000e+01,,,,,,,,
"Emotion, Group Therapy",,,,,11118,0,3.85000000e+01,4.90000000e+01,,,,,,,,
"Emotion, Group Therapy",,,,,11119,0,4.77999992e+01,6.55000000e+01,,,,,,,,
"Emotion, Group Therapy",,,,,11121,0,3.30000000e+01,3.30000000e+01,,,,,,,,
"Emotion, Indecision, Unable to Decide, Tendency to Change Mind Frequently, Hesitation",,,,,11122,0,3.52500000e+01,4.20000000e+01,,,,,,,,
"Emotion, Inflexibility, Firm in Mind & Purpose, Stubborn, Unyielding, Unshakable",,,,,11123,0,3.45000000e+01,5.47500000e+01,,,,,,,,
"Psychiatric Disorders, Insomnia",,,"-",,11125,0,5.30000000e+01,9.10000000e+01,,,,,,,,
"Emotion, Lack of Confidence",,,,,11126,0,5.55000000e+01,4.60000000e+01,,,,,,,,
"Emotion, Lack of Humor",,,,,11127,0,5.55000000e+01,3.25000000e+01,,,,,,,,
"Emotion, Lack of Initiative",,,,,11128,0,2.45000000e+01,2.42999992e+01,,,,,,,,
"Emotion, Malice",,,,,11130,0,3.25000000e+01,3.35000000e+01,,,,,,,,
"Emotion, Malingering",,,,,11131,0,6.35000000e+01,2.35000000e+01,,,,,,,,
"Emotion, Meanness",,,,,11133,0,2.32500000e+01,7.32500000e+01,,,,,,,,
"Emotion, Mental Deficiency",,,,,11135,0,3.35000000e+01,3.25000000e+01,,,,,,,,
"Emotion, Mental Inertia",,,,,11136,0,3.12500000e+01,2.15000000e+01,,,,,,,,
"Emotion, Mistrustfulness",,,,,11138,0,2.15000000e+01,2.25000000e+01,,,,,,,,
"Negative, Entity",,,,,11139,0,2.10000000e+01,5.50000000e+00,,,,,,,,
"Emotion, Obsession, Habit",,,,,11142,0,3.35000000e+01,2.65000000e+01,,,,,,,,
"Emotion, Obstinacy",,,,,11143,0,3.35000000e+01,2.45000000e+01,,,,,,,,
"Emotion, Over Activity, Indulgence",,,,,11144,0,5.22500000e+01,4.12500000e+01,,,,,,,,
"Emotion, Pain Behind Cheerfulness",,,,,11146,0,4.87999992e+01,2.72999992e+01,,,,,,,,
"Emotion, Pain Behind Cheerfulness",,,,,11147,0,1.92999992e+01,4.37999992e+01,,,,,,,,
"Emotion, Parental Influences",,,,,11148,0,3.22500000e+01,2.15000000e+01,,,,,,,,
"Emotion, Desire, Replace Desire With Acceptance","Wish, long for, crave",,,,11150,0,4.40000000e+01,4.50000000e+01,,,,,,,,
"Emotion, Mental Imbalance",,,,,11151,0,3.25000000e+01,2.42500000e+01,,,,,,,,
"Emotion, Fear, Depression, Disagreeable Mental Condition","Affirmation, I Am Safe",,,,11152,0,5.52500000e+01,3.35000000e+01,,,,,,,,
"Emotion, Aberation, Mental Unsoundness, But Not Insanity",,,,,11154,0,7.60000000e+01,5.65000000e+01,,,,,,,,
"Emotion, Abnormality, Negative",,,,,11155,0,8.32500000e+01,4.40000000e+01,,,,,,,,
"Emotion, Overprotection","Affirmation, It Is Safe For Me To Grow Up",,,,11156,0,3.45000000e+01,3.60000000e+01,,,,,,,,
"Emotion, Over-Mothering","Affirmation, I Am Free To Be Me",,,,11157,0,3.45000000e+01,4.42500000e+01,,,,,,,,
"Substance Abuse",,,,,11158,0,4.90000000e+01,8.90000000e+01,,,,,,,,
"Substance Abuse",,,,,11160,0,7.25000000e+01,5.15999985e+01,,,,,,,,
"Substance Abuse, Sugar Imbalance, Alcohol",,,,,11161,0,2.60000000e+01,3.10000000e+01,,,,,,,,
"Substance Abuse, Drug Addiction",,,,,11163,0,5.82999992e+01,3.37999992e+01,,,,,,,,
"Substance Abuse, Smoking",,,,,11164,0,8.00000000e+01,3.70000000e+01,,,,,,,,
"Substance Abuse, Tobacco Poisoning",,,,,11165,0,4.20000000e+01,8.30000000e+01,,,,,,,,
"Drug, Lithium",,,,,11167,0,6.70000000e+01,2.90000000e+01,,,,,,,,
"Drug, Valium, Proprietary Name of Diazepam","An Anti-Anxiety & Sedative Drug, Effective For Status Epilepticus & Acute Cocaine Poisoning",,,,11168,0,9.00000000e+01,1.60000000e+01,,,,,,,,
"Emotion, Phobia",,,,,11169,0,3.37500000e+01,3.30000000e+01,,,,,,,,
"Emotion, Psychasthemia",,,,,11171,0,2.35000000e+01,7.35000000e+01,,,,,,,,
"Psychiatric Disorders, Psychopathic, Liar","Behavior Mostly Amoral & Antisocial, Impulsive, Irresponsible, Serves Immediate Interests Without Evidence of Guilt Or Anxiety, No Concern for Social Or Legal Consequence",,"-",,11172,0,5.65000000e+01,3.57500000e+01,3.40000000e+01,5.25000000e+01,,,,,,
"Psychiatric Disorders, Psychopathic, Thief","Behavior Mostly Amoral & Antisocial, Impulsive, Irresponsible, Serves Immediate Interests Without Evidence of Guilt Or Anxiety, No Concern for Social Or Legal Consequence",,"-",,11174,0,3.45000000e+01,3.55000000e+01,,,,,,,,
"Psychiatric Disorders, Psychopathic, Killer Tendencies","Behavior Mostly Amoral & Antisocial, Impulsive, Irresponsible, Serves Immediate Interests Without Evidence of Guilt Or Anxiety, No Concern for Social Or Legal Consequence",,"-",,11175,0,5.55000000e+01,5.87500000e+01,6.50000000e+01,7.65000000e+01,,,,,,
"Emotion, Psychosis, Loss of Contact With Reality, Implant",,,,,11176,0,1.30000000e+01,2.30000000e+01,,,,,,,,
"Emotion, Psychosis, Loss of Contact With Reality, Implant",,,,,11177,0,2.90000000e+01,3.32999992e+01,,,,,,,,
"Psychiatric Disorders, Mania, Religious",,,"-",,11179,0,5.35000000e+01,2.45000000e+01,,,,,,,,
"Emotion, Remorse",,,,,11180,0,4.62500000e+01,3.52500000e+01,,,,,,,,
"Emotion, Reserve",,,,,11181,0,6.42500000e+01,3.27500000e+01,,,,,,,,
"Emotion, Sad, Sadness",,,,,11182,0,3.20000000e+01,9.30000000e+01,,,,,,,,
"Emotion, Self Consciousness",,,,,11184,0,3.47500000e+01,3.52500000e+01,,,,,,,,
"Emotion, Self Denial",,,,,11185,0,4.35000000e+01,3.55000000e+01,,,,,,,,
"Emotion, Self Esteem",,,,,11186,0,3.35000000e+01,3.82500000e+01,,,,,,,,
"Emotion, Self Indulgence",,,,,11188,0,3.55000000e+01,5.30000000e+01,,,,,,,,
"Emotion, Senil, Senility",,,,,11189,0,8.45000000e+01,4.32500000e+01,,,,,,,,
"Psychiatric Disorders, Mania, Sexual",,,"-",,11190,0,7.35000000e+01,5.25000000e+01,,,,,,,,
"Herb, Cactus","May Restore Sexual Power, Powerful Anti-inflammatory Agent, Relives Joint Discomfort",,,,11193,0,4.57500000e+01,3.90000000e+01,,,,,,,,
"Herb, Cajeput","Antiseptic, expectorant, stimulant, tonic, analgesic, antispasmodic",,,,11194,0,5.67500000e+01,3.60000000e+01,,,,,,,,
"Herb, Calamus","Used as a digestive aid & for fever, Use with Caution",,,,11195,0,2.32500000e+01,2.40000000e+01,,,,,,,,
"Herb, Camphor","Antiseptic, Analgesic, respiratory & circulatory tonic, stimulant, nerve sedative, antispasmodic, antiinflammatory, rubefacient",,,,11196,0,5.65000000e+01,3.17500000e+01,,,,,,,,
"Herb, Cardamon, (elettaria cardamonmum)","Warming, Tonic, Stimulation, Refreshing, Invigorating, Digestive, Aphrodisiac",,,,11197,0,3.90000000e+01,3.32500000e+01,,,,,,,,
"Fruit & Vegetable, Cherries","Will kill old age priniciple & keep abounding youth",,,,11199,0,6.20000000e+01,3.20000000e+01,,,,,,,,
"Herb, Chrysanthemum","Used to enable one to consciously deal with death",,,,11200,0,6.20000000e+01,2.90000000e+01,,,,,,,,
"Herb, Clove Tree (ding xiang)","Used To Promote Circulation & Is Excellent For Local Anesthetic",,,,11202,0,5.05000000e+01,1.97500000e+01,,,,,,,,
"Essence, Perelandra Nature Program, F-1","Restores Body's Environment To Balance When Fungal Imbalance Present & Impacting The Body",,,,11203,0,4.52500000e+01,3.85000000e+01,,,,,,,,
"Essence, Perelandra Nature Program, F-2","Restores Appropriate Balance Of Living Fungal Organisms (Good & Bad)",,,,11204,0,4.80000000e+01,3.57500000e+01,,,,,,,,
"Herb, Germander","Used for Weight Loss; May cause Liver Damage",,,,11205,0,5.85000000e+01,3.20000000e+01,,,,,,,,
"Fruit & Vegetable, Grapefruit (citrus paradisi)","Antidepressant, antiseptic, diuretic, stimulant, tonic",,,,11206,0,5.10999985e+01,3.80000000e+01,,,,,,,,
"Herb, Ho Leaf (Cinnamomum camphora)","tonic, stimulant, edative, slightly analgesic, antidepressant, cephalic (head clearing), deodorant, antiseptic",,,,11207,0,3.45000000e+01,3.45000000e+01,,,,,,,,
"Herb, Horse Chestnut","Remedy for Malaria, Neuralgia, Piles",,,,11208,0,6.52500000e+01,4.00000000e+01,,,,,,,,
"Herb, Jaborandi","Good for Colds",,,,11209,0,5.72500000e+01,3.77500000e+01,,,,,,,,
"Herb, Life Root","Used for Menstrual Irregularity, May cause Liver Damage",,,,11212,0,4.70000000e+01,2.70000000e+01,,,,,,,,
"Herb, Lime (Citrus aurantifolia)","Antiseptic, astringent, Restorative, tonic",,,,11213,0,8.30000000e+01,5.32500000e+01,,,,,,,,
"Herb, Mandarin (Citrus nobilis)","antispasmodic, cytophylactic, digestive, sedative, tonic",,,,11214,0,6.42500000e+01,3.67500000e+01,,,,,,,,
"Herb, Melissa (Melissa officinalis)","Tonic, sedative, calming, antidepressant, antispasmodic, carminative, hypotensive",,,,11215,0,9.20000000e+01,4.22000008e+01,,,,,,,,
"Herb, Monkeyflower, Purple (Mimulus kelloggii)","Inner calm & Clairity When experiencing any Spiritual or psychic phenomenon",,,,11216,0,5.90000000e+01,3.97500000e+01,,,,,,,,
"Herb, Monkeyflower, Scarlet (Mimulus cardinalis)","Courage to work with powerful emotion, integration of the shadow side of self, appropriate emotional expression",,,,11217,0,5.62500000e+01,3.72500000e+01,,,,,,,,
"Herb, Monkeyflower, Sticky (Mimulus aurantiacus)","Awareness of sexual issues, integration of sexual & emotional energies balance of expression",,,,11218,0,6.35000000e+01,3.42500000e+01,,,,,,,,
"Essence, Perelandra Nature Program, Sobopla","Balances & Stabilizes The Triangle Created By The Relationship & Interaction Between The Soul, Its Physical Body & The Planet Where Body Resides",,,,11220,0,5.50000000e+01,3.40000000e+01,,,,,,,,
"Essence, Perelandra Nature Program, V-1","Restores Body's Environment To Balance When Imbalance Is Creating Viral Imbalance",,"+",,11221,0,6.67500000e+01,3.70000000e+01,,,,,,,,
"Essence, Perelandra Nature Program, V-2","Restores State of Balance Within the Living Viral Organism",,,,11222,0,5.72500000e+01,4.77500000e+01,,,,,,,,
"Herb, Neroli (Citrus aurantium)","Sedative, Antidepressant, Soothing, Carminative, Antispasmodic, aphrodisiac",,,,11223,0,7.90000000e+01,4.57500000e+01,,,,,,,,
"Herb, Palma Alcanfor (Cycas circinalis cicadaceae)","Has antibiotic qualities, is a resinous shrub not a palm",,,,11225,0,3.80000000e+01,2.32500000e+01,,,,,,,,
"Herb, Palmarosa (Cymbopogon martinii)","Tonic, Stimulant, Antiseptic, Cytophylactic, Anti rheumatic, Antidepressant",,,,11226,0,4.85000000e+01,3.37500000e+01,,,,,,,,
"Herb, Patchouli (pogostemon cablin)","Sedative, Tonic, Cytophylactic, Anti-inflammatory, Nervine",,,,11227,0,4.95000000e+01,3.67500000e+01,,,,,,,,
"Herb, Peony Root, Red (Ch'ih Shou)","Used to remove stagnated blood & to eliminate evil heat from blood.",,,,11228,0,7.00000000e+01,4.52500000e+01,,,,,,,,
"Herb, Pepper, Black (piper nigrum)","Warming, rubefacient, circulatory, stimulant, expectorant, antispasmodic, carminative, aphrodisiac, tonic",,,,11229,0,6.95000000e+01,3.50000000e+01,,,,,,,,
"Herb, Petitgrain (Citrus aurantium)","Sedative, antidepressant, antispasmodic, antiseptic, digestive, nervine, stimulant, tonic",,,,11230,0,3.65000000e+01,3.60000000e+01,,,,,,,,
"Herb, Poke Berry",,,,,11232,0,4.85000000e+01,4.25000000e+01,,,,,,,,
"Herb, Rosewood (Aniba rosaeodora)","Tonic, Stimulant, Sedative, Slightly analgesic, antidepressant, cephalic, deodorant, antiseptic",,,,11233,0,4.55000000e+01,4.20000000e+01,,,,,,,,
"Essence, Perelandra Garden, Salvia, Emotional Stability","Restores emotional stability during times of extreme stress",,,,11234,0,7.02500000e+01,3.60000000e+01,,,,,,,,
"Herb, Sandalwood (Santalum album)","Tonic, emollient, sedative, antiinflammatory, expectorant",,,,11235,0,5.90000000e+01,4.25000000e+01,,,,,,,,
"Essence, Perelandra Garden, Snap Pea, Balances Daily Life","Rebalances child or adult after a nightmare",,,,11236,0,2.45000000e+01,2.17500000e+01,,,,,,,,
"Weed, Sorrel, Broad Leaf",,,,,11237,0,2.60000000e+01,2.97500000e+01,,,,,,,,
"Weed, Sorrel, Sheep, Capsella bursapastoris",,,,,11239,0,5.57500000e+01,1.82500000e+01,,,,,,,,
"Herb, Soybeans",,,,,11240,0,3.60000000e+01,3.35000000e+01,,,,,,,,
"Fruit & Vegetable, Spinach","A Potent Mineral Source Containing Potassium, Iron & Silicon, Helps Increase Tissue Oxygenation",,,,11241,0,4.37500000e+01,1.95000000e+01,,,,,,,,
"Essence, Perelandra Garden, Celery, Restores Immune System","Restores balance to Immune System When Overworked or Stressed & during long-term Viral Or Bacterial Infections",,,,11243,0,7.30000000e+01,3.97500000e+01,,,,,,,,
"Essence, Perelandra Garden, Chives, Yin / Yang Balance","Reestablishes power when the internal male/female dynamics are balanced",,,,11244,0,6.57500000e+01,4.20000000e+01,,,,,,,,
"Essence, Perelandra Garden, Comfrey,  Repairs Trauma","Repairs Higher Vibrational Soul Damage That Has Occurred in the Present or Past",,,,11245,0,6.00000000e+01,1.27500000e+01,,,,,,,,
"Essence, Perelandra Garden, Corn, Stabilizes Transitions","Stabilization During Universal/Spiritual Expansion",,,,11246,0,8.42500000e+01,4.00000000e+01,,,,,,,,
"Essence, Perelandra Garden, Cucumber, Rebalances Depression","Rebalances During Depression, Vital Reattachment To Life",,,,11247,0,6.97500000e+01,2.75000000e+01,,,,,,,,
"Essence, Perelandra Garden, Dill, Releases Victimization","Assists One in Reclaiming Power Balance Given to Others, Releases Victimization",,,,11248,0,4.62500000e+01,2.62500000e+01,,,,,,,,
"Essence, Perelandra Garden, Nasturtium, Restores Energy","Restores vital physical life energy during times of intense mental-level focus",,,,11249,0,5.67500000e+01,2.47500000e+01,,,,,,,,
"Essence, Perelandra Garden, Pepper, Sweet Bell, Inner Peace","restores inner Peace, Clarity & Calm When Faced With Stress",,,,11250,0,6.22500000e+01,2.62500000e+01,,,,,,,,
"Essence, Perelandra Garden, Zinnia, Inner Child","Reconnects One to the Child Within, restores playfulness, laughter, joy & sense of Healthy priorities",,,,11252,0,6.10000000e+01,2.30000000e+01,,,,,,,,
"Essence, Perelandra Garden, Zucchini, Strength","Helps restore physical strength during convalescence",,,,11253,0,4.15000000e+01,2.70000000e+01,,,,,,,,
"Essence, Perelandra Rose, Ambassador, Pattern","Pattern, Aids in seeing pattern & purpose",,,,11254,0,6.42500000e+01,2.02500000e+01,,,,,,,,
"Essence, Perelandra Rose, Blaze Improved Climbing Rose, Integration","Softens & Relaxes Central Nervous system & Then the Whole",,,,11255,0,7.12500000e+01,2.57500000e+01,,,,,,,,
"Essence, Perelandra Rose, Betty Prior, Bone Stability","Stabilizes & Balances The Delicate Rhythm Of Expansion & Contraction Of The Cranial Bones During Expansion",,,,11256,0,5.42500000e+01,1.97500000e+01,,,,,,,,
"Essence, Perelandra Rose, Eclipse, Acceptance & Insight","Acceptance & Insight, Enhances the Appreciation of Inner Knowing",,,,11258,0,6.82500000e+01,4.00000000e+01,,,,,,,,
"Essence, Perelandra Rose, Gruss an Aachen, Stability","Stability, Balances & Stabilizes The Body/Soul Unit On All Levels",,,,11259,0,6.35000000e+01,4.25000000e+01,,,,,,,,
"Essence, Perelandra Rose, Maybelle Stearns, Stability","Stabilizes & Supports The Sacrum During The Expansion Experience",,,,11260,0,6.25000000e+01,3.57500000e+01,,,,,,,,
"Essence, Perelandra Rose, Mr. Lincoln, Nerve Balance","Balances & Stabilizes The Cerebrospinal Fluid Pulse While It Alters Its Rhythm & Patterning To Accommodate The Expansion",,,,11261,0,4.20000000e+01,3.67500000e+01,,,,,,,,
"Essence, Perelandra Rose, Orange Ruffles, Receptivity","Receptivity, Stabilizes The Individual During Expansion Of The Sensory System",,,,11263,0,6.12500000e+01,3.15000000e+01,,,,,,,,
"Essence, Perelandra Rose, Oregold, Nerve Stability","Stabilizes & Balances The Cranial, Central Nervous System, Cerebrospinal Fluid & Sacrum After Expansion Complete",,,,11264,0,5.02500000e+01,3.30000000e+01,,,,,,,,
"Essence, Perelandra Rose, Peace, Courage","Courage, Opens the inner dynamic of courage that is aligned to universal courage",,,,11265,0,5.07500000e+01,2.77500000e+01,,,,,,,,
"Essence, Perelandra Rose, Royal Highness, Final Stabilization","Final Stabilization, Helps To Insulate, Protect & Stabilize While Vulnerable",,,,11266,0,3.05000000e+01,2.42500000e+01,,,,,,,,
"Essence, Perelandra Rose, Tiffany, Bone Alignment","Stabilizes The Cranials As They Shift Alignment  During The Alignment Experience",,,,11268,0,7.60000000e+01,3.87500000e+01,,,,,,,,
"Essence, Perelandra Rose, White Lightnin', Synchronized Movement","Synchronized Movement, Stabilizes The Inner Timing Of All Levels",,"+",,11269,0,4.92500000e+01,3.35000000e+01,,,,,,,,
"Essence, Perelandra Soul Ray, #1, Full Body","Balances & Stabilizes One As They Identify, Process & Integrates Ability To Function In A Broader More Expanded Range",,,,11270,0,5.97500000e+01,3.35000000e+01,,,,,,,,
"Essence, Perelandra Soul Ray, #2, Sensory System","Balances The Sensory System Of Each Level Opened to",,,,11271,0,5.97500000e+01,3.85000000e+01,,,,,,,,
"Essence, Perelandra Soul Ray, #3, Central Nervous System","Balances & Stabilizes The Interplay & Interrelationship Among The Levels Of The Central Nervous System",,,,11272,0,3.75000000e+01,2.92500000e+01,,,,,,,,
"Essence, Perelandra Soul Ray, #4, Electrical System Balance","Restores Balance & Stability of the Electrical System on each Level Opened To, Addresses them As Independent Functioning Systems",,,,11273,0,4.35000000e+01,3.17500000e+01,,,,,,,,
"Essence, Perelandra Soul Ray, #5, Electrical System Stability","Balances & Stabilizes The Interplay & Interaction Between The Various Levels Of The Electrical System",,,,11274,0,3.65000000e+01,2.82500000e+01,,,,,,,,
"Essence, Perelandra Soul Ray, #6, Supports Brain","Supports, Balances & Stabilizes The Interplay & Interrelationship Between The Levels Of The Brain",,,,11275,0,5.27500000e+01,3.15000000e+01,,,,,,,,
"Essence, Perelandra Soul Ray, #7, Refracted Soul Heart","Balances & Stabilizes The Refracted-Soul Heart Links, Solidifies The Sense Of Home Base",,,,11276,0,3.70000000e+01,5.70000000e+01,,,,,,,,
"Herb, Sorrel, Wood","Used as a Tea for Cleansing the body",,,,11278,0,6.00000000e+01,6.25000000e+01,,,,,,,,
"Herb, Tobacco",,,,,11279,0,3.35000000e+01,2.10000000e+01,,,,,,,,
